,title,artist,year,views,url
3354,Exit Music For A Film,Radiohead,1997,504130,https://genius.com/Radiohead-Exit-Music-For-A-Film-lyrics
3355,Friends,Chase Atlantic,2015,372373,https://genius.com/Chase-Atlantic-Friends-lyrics
3356,TALK ME DOWN,Troye Sivan,2015,258343,https://genius.com/Troye-Sivan-TALK-ME-DOWN-lyrics
3357,Take My Breath,The Weeknd,2021,367002,https://genius.com/The-Weeknd-Take-My-Breath-lyrics
3358,War,Chief Keef,2014,377671,https://genius.com/Chief-Keef-War-lyrics
3359,BTS - ON English Translation,Genius English Translations,2020,700886,https://genius.com/Genius-English-Translations-BTS-ON-English-Translation-lyrics
3360,Then Leave,BeatKing,2020,328628,https://genius.com/BeatKing-Then-Leave-lyrics
3361,Missing My Idols,Trippie Redd,2018,216045,https://genius.com/Trippie-Redd-Missing-My-Idols-lyrics
3362,Lovesick Blues,Hank Williams,1950,511579,https://genius.com/Hank-Williams-Lovesick-Blues-lyrics
3363,The Party  The After Party,The Weeknd,2011,982142,https://genius.com/The-Weeknd-The-Party-The-After-Party-lyrics
3364,Take Her To The Moon,Moira Dela Torre,2018,210657,https://genius.com/Moira-Dela-Torre-Take-Her-To-The-Moon-lyrics
3365,Ali Bomaye,The Game,2012,1005651,https://genius.com/The-Game-Ali-Bomaye-lyrics
3366,Own It,Stormzy,2019,257564,https://genius.com/Stormzy-Own-It-lyrics
3367,Guatemala,"Swae Lee, Slim Jxmmi & Rae Sremmurd",2018,310257,https://genius.com/Swae-Lee-Slim-Jxmmi-Rae-Sremmurd-Guatemala-lyrics
3368,Privilege,The Weeknd,2018,986341,https://genius.com/The-Weeknd-Privilege-lyrics
3369,Take Me Home Country Roads,John Denver,1971,1221236,https://genius.com/John-Denver-Take-Me-Home-Country-Roads-lyrics
3370,Location,Dave,2019,563490,https://genius.com/Dave-Location-lyrics
3371,LVL,A$AP Rocky,2013,559142,https://genius.com/AAP-Rocky-LVL-lyrics
3372,Without Me,Halsey,2018,2225694,https://genius.com/Halsey-Without-Me-lyrics
3373,Everything Has Changed,Taylor Swift,2013,291219,https://genius.com/Taylor-Swift-Everything-Has-Changed-lyrics
3374,Starving,Hailee Steinfeld & Grey,2016,631393,https://genius.com/Hailee-Steinfeld-Grey-Starving-lyrics
3375,How I Rock Tooka Pack,King Von,2023,245836,https://genius.com/King-Von-How-I-Rock-Tooka-Pack-lyrics
3376,Phoenix,A$AP Rocky,2013,910774,https://genius.com/AAP-Rocky-Phoenix-lyrics
3377,1999,Prince,1982,254603,https://genius.com/Prince-1999-lyrics
3378,THat Part,ScHoolboy Q,2016,899985,https://genius.com/ScHoolboy-Q-THat-Part-lyrics
3379,Not Your Barbie Girl,Ava Max,2017,213608,https://genius.com/Ava-Max-Not-Your-Barbie-Girl-lyrics
3380,Me  U,Cassie,2006,242172,https://genius.com/Cassie-Me-U-lyrics
3381,WILD,Troye Sivan,2015,298869,https://genius.com/Troye-Sivan-WILD-lyrics
3382,All I Need,Radiohead,2007,355418,https://genius.com/Radiohead-All-I-Need-lyrics
3383,Rollin,G Herbo,2015,378380,https://genius.com/G-Herbo-Rollin-lyrics
3384,Cut My Lip,twenty one pilots,2018,332474,https://genius.com/twenty-one-pilots-Cut-My-Lip-lyrics
3385,Hey I,Young Thug,2015,231934,https://genius.com/Young-Thug-Hey-I-lyrics
3386,Gold,Macklemore & Ryan Lewis,2012,213184,https://genius.com/Macklemore-Ryan-Lewis-Gold-lyrics
3387,Every Hour,Kanye West,2019,252454,https://genius.com/Kanye-West-Every-Hour-lyrics
3388,Chop Suey,System of a Down,2001,1074309,https://genius.com/System-of-a-Down-Chop-Suey-lyrics
3389,Kids Keep Up,Childish Gambino,2011,246134,https://genius.com/Childish-Gambino-Kids-Keep-Up-lyrics
3390,Treasure,Bruno Mars,2013,463907,https://genius.com/Bruno-Mars-Treasure-lyrics
3391,​my boy,Billie Eilish,2017,842321,https://genius.com/Billie-Eilish-​my-boy-lyrics
3392,Just Like You,Louis Tomlinson,2017,201937,https://genius.com/Louis-Tomlinson-Just-Like-You-lyrics
3393,Garden Shed,"Tyler, The Creator",2017,679204,https://genius.com/Tyler-The-Creator-Garden-Shed-lyrics
3394,CORSO,"Tyler, The Creator",2021,334196,https://genius.com/Tyler-The-Creator-CORSO-lyrics
3395,Stephen King vs Edgar Allan Poe,Epic Rap Battles of History,2014,228304,https://genius.com/Epic-Rap-Battles-of-History-Stephen-King-vs-Edgar-Allan-Poe-lyrics
3396,Congratulations 2014 Workshop,Lin-Manuel Miranda,2015,556502,https://genius.com/LinManuel-Miranda-Congratulations-2014-Workshop-lyrics
3397,Talk About It,Talk About It Lyrics - Dr. Dre,2015,209678,https://genius.com/Talk-About-It-Lyrics-Dr-Dre-Talk-About-It-lyrics
3398,I Dont Know Why,Imagine Dragons,2017,200824,https://genius.com/Imagine-Dragons-I-Dont-Know-Why-lyrics
3399,GUMMY,BROCKHAMPTON,2017,509652,https://genius.com/BROCKHAMPTON-GUMMY-lyrics
3400,Just What I Am,Kid Cudi,2012,1262200,https://genius.com/Kid-Cudi-Just-What-I-Am-lyrics
3401,Freak of the Week,Krept & Konan,2015,296059,https://genius.com/Krept-Konan-Freak-of-the-Week-lyrics
3402,On Point,KSI,2018,205998,https://genius.com/KSI-On-Point-lyrics
3403,Cigarettes,Juice WRLD,2022,560498,https://genius.com/Juice-WRLD-Cigarettes-lyrics
3404,Hoarse,Earl Sweatshirt,2013,198699,https://genius.com/Earl-Sweatshirt-Hoarse-lyrics
3405,Treacherous,Taylor Swift,2012,227844,https://genius.com/Taylor-Swift-Treacherous-lyrics
3406,Robbers,The 1975,2013,981853,https://genius.com/The-1975-Robbers-lyrics
3407,Make Love,Gucci Mane & Nicki Minaj,2017,592778,https://genius.com/Gucci-Mane-Nicki-Minaj-Make-Love-lyrics
3408,Power Is Power,"SZA, The Weeknd & Travis Scott",2019,314106,https://genius.com/SZA-The-Weeknd-Travis-Scott-Power-Is-Power-lyrics
3409,Romeo and Juliet Act 2 Scene 2 The Balcony Scene,William Shakespeare,1595,188053,https://genius.com/William-Shakespeare-Romeo-and-Juliet-Act-2-Scene-2-The-Balcony-Scene-lyrics
3410,​off the table,Ariana Grande & The Weeknd,2020,568488,https://genius.com/Ariana-Grande-The-Weeknd-​off-the-table-lyrics
3411,Savage Mode,21 Savage & Metro Boomin,2016,293372,https://genius.com/21-Savage-Metro-Boomin-Savage-Mode-lyrics
3412,Animal,Stunna 4 Vegas,2018,218114,https://genius.com/Stunna-4-Vegas-Animal-lyrics
3413,LIKE I WANT YOU,GIVON,2019,315892,https://genius.com/GIVON-LIKE-I-WANT-YOU-lyrics
3414,​coney island,Taylor Swift,2020,607633,https://genius.com/Taylor-Swift-​coney-island-lyrics
3415,Gangstas,Pop Smoke,2020,254855,https://genius.com/Pop-Smoke-Gangstas-lyrics
3416,Money over Everything,A Boogie wit da Hoodie,2016,190988,https://genius.com/A-Boogie-wit-da-Hoodie-Money-over-Everything-lyrics
3417,Ill Be There for You,The Rembrandts,1995,311509,https://genius.com/The-Rembrandts-Ill-Be-There-for-You-lyrics
3418,London,William Blake,1794,204794,https://genius.com/William-Blake-London-lyrics
3419,Me You,Russ,2017,365818,https://genius.com/Russ-Me-You-lyrics
3420,Rules,Doja Cat,2019,839294,https://genius.com/Doja-Cat-Rules-lyrics
3421,Im a Mess,Bebe Rexha,2018,620590,https://genius.com/Bebe-Rexha-Im-a-Mess-lyrics
3422,Remains,Simon Armitage,2015,397283,https://genius.com/Simon-Armitage-Remains-lyrics
3423,You Make My Dreams Come True,Hall & Oates,1980,404135,https://genius.com/Hall-Oates-You-Make-My-Dreams-Come-True-lyrics
3424,Break the Bank,ScHoolboy Q,2014,479891,https://genius.com/ScHoolboy-Q-Break-the-Bank-lyrics
3425,sic,Slipknot,1999,265945,https://genius.com/Slipknot-sic-lyrics
3426,Lost on You,Lewis Capaldi,2017,234101,https://genius.com/Lewis-Capaldi-Lost-on-You-lyrics
3427,FACE,BROCKHAMPTON,2017,495306,https://genius.com/BROCKHAMPTON-FACE-lyrics
3428,Cruel World,Lana Del Rey,2014,282155,https://genius.com/Lana-Del-Rey-Cruel-World-lyrics
3429,All Your Fault,Big Sean,2015,703167,https://genius.com/Big-Sean-All-Your-Fault-lyrics
3430,Why I Hate School But Love Education,Suli Breaks,2013,193636,https://genius.com/Suli-Breaks-Why-I-Hate-School-But-Love-Education-lyrics
3431,Be Real,Kid Ink,2015,271488,https://genius.com/Kid-Ink-Be-Real-lyrics
3432,Good Shit Copypasta,Copypasta,1555,329169,https://genius.com/Copypasta-Good-Shit-Copypasta-lyrics
3433,Time Flies,Drake,2020,472392,https://genius.com/Drake-Time-Flies-lyrics
3434,Litty Freestyle,Joyner Lucas,2018,216990,https://genius.com/Joyner-Lucas-Litty-Freestyle-lyrics
3435,You The One,YoungBoy Never Broke Again,2017,378853,https://genius.com/YoungBoy-Never-Broke-Again-You-The-One-lyrics
3436,1942 Flows,Meek Mill,2017,539334,https://genius.com/Meek-Mill-1942-Flows-lyrics
3437,How Deep Is Your Love,Calvin Harris & Disciples,2015,1441481,https://genius.com/Calvin-Harris-Disciples-How-Deep-Is-Your-Love-lyrics
3438,Jugg,Fetty Wap,2015,317229,https://genius.com/Fetty-Wap-Jugg-lyrics
3439,Untouchable,YoungBoy Never Broke Again,2017,603725,https://genius.com/YoungBoy-Never-Broke-Again-Untouchable-lyrics
3440,EPMD 2,Nas,2021,283172,https://genius.com/Nas-EPMD-2-lyrics
3441,Me  You Together Song,The 1975,2020,344731,https://genius.com/The-1975-Me-You-Together-Song-lyrics
3442,Bitter Narration By Cardi B,Summer Walker & Cardi B,2021,198469,https://genius.com/Summer-Walker-Cardi-B-Bitter-Narration-By-Cardi-B-lyrics
3443,Company,Drake,2015,1473154,https://genius.com/Drake-Company-lyrics
3444,Wait and Bleed,Slipknot,1999,246837,https://genius.com/Slipknot-Wait-and-Bleed-lyrics
3445,Rammstein - Ich Will English Translation,Genius English Translations,2001,195369,https://genius.com/Genius-English-Translations-Rammstein-Ich-Will-English-Translation-lyrics
3446,​betty,Taylor Swift,2020,1742990,https://genius.com/Taylor-Swift-​betty-lyrics
3447,Undone The Sweater Song,Weezer,1994,449418,https://genius.com/Weezer-Undone-The-Sweater-Song-lyrics
3448,Baby You Make Me Crazy,Sam Smith,2017,209978,https://genius.com/Sam-Smith-Baby-You-Make-Me-Crazy-lyrics
3449,Options,NF,2019,193125,https://genius.com/NF-Options-lyrics
3450,Bet You Wanna,BLACKPINK,2020,442799,https://genius.com/BLACKPINK-Bet-You-Wanna-lyrics
3451,Pussy Is Mine,Miguel,2012,198902,https://genius.com/Miguel-Pussy-Is-Mine-lyrics
3452,For Everybody,Juicy J,2015,313301,https://genius.com/Juicy-J-For-Everybody-lyrics
3453,Let Me Out,Gorillaz,2017,201597,https://genius.com/Gorillaz-Let-Me-Out-lyrics
3454,Fear of the Dark,Iron Maiden,1992,208770,https://genius.com/Iron-Maiden-Fear-of-the-Dark-lyrics
3455,Worldwide Choppers,Tech N9ne,2011,1155852,https://genius.com/Tech-N9ne-Worldwide-Choppers-lyrics
3456,Nightmares of the Bottom,Lil Wayne,2011,275288,https://genius.com/Lil-Wayne-Nightmares-of-the-Bottom-lyrics
3457,Shoota,Playboi Carti,2018,904107,https://genius.com/Playboi-Carti-Shoota-lyrics
3458,BTS - Intro: Singularity English Translation,Genius English Translations,2018,700203,https://genius.com/Genius-English-Translations-BTS-Intro-Singularity-English-Translation-lyrics
3459,Ill Mind of Hopsin 5,Hopsin,2012,1640501,https://genius.com/Hopsin-Ill-Mind-of-Hopsin-5-lyrics
3460,​worldstar money interlude,Joji,2016,402882,https://genius.com/Joji-​worldstar-money-interlude-lyrics
3461,Hooker with a Penis,Tool,1996,192843,https://genius.com/Tool-Hooker-with-a-Penis-lyrics
3462,Welcome To The Cum Zone,OblivionFall After Dark,2018,393966,https://genius.com/OblivionFall-After-Dark-Welcome-To-The-Cum-Zone-lyrics
3463,Scared of Love,Juice WRLD,2018,361064,https://genius.com/Juice-WRLD-Scared-of-Love-lyrics
3464,BBC,JAY-Z,2013,600883,https://genius.com/JAYZ-BBC-lyrics
3465,Amazing,Kanye West,2008,412982,https://genius.com/Kanye-West-Amazing-lyrics
3466,U.O.E.N.O.,Lil Wayne,2013,221067,https://genius.com/Lil-Wayne-UOENO-lyrics
3467,Im Just Your Problem,Adventure Time,2011,298772,https://genius.com/Adventure-Time-Im-Just-Your-Problem-lyrics
3468,Pose,Rihanna,2016,246076,https://genius.com/Rihanna-Pose-lyrics
3469,Dreamcatcher,Metro Boomin,2018,270074,https://genius.com/Metro-Boomin-Dreamcatcher-lyrics
3470,The Question,Mac Miller,2012,205388,https://genius.com/Mac-Miller-The-Question-lyrics
3471,911 / Mr. Lonely,"Tyler, The Creator",2017,1207401,https://genius.com/Tyler-The-Creator-911-Mr-Lonely-lyrics
3472,Wake Up,Rage Against the Machine,1992,400991,https://genius.com/Rage-Against-the-Machine-Wake-Up-lyrics
3473,Rosetta Stoned,Tool,2006,280908,https://genius.com/Tool-Rosetta-Stoned-lyrics
3474,Bobby Bitch,Bobby Shmurda,2014,491582,https://genius.com/Bobby-Shmurda-Bobby-Bitch-lyrics
3475,Perfect Day,Lou Reed,1972,188914,https://genius.com/Lou-Reed-Perfect-Day-lyrics
3476,How You Feel? Freestyle,DJ Scheme & Danny Towers,2019,335128,https://genius.com/DJ-Scheme-Danny-Towers-How-You-Feel-Freestyle-lyrics
3477,Made Nas Proud Let Nas Down Remix,Nas,2013,320097,https://genius.com/Nas-Made-Nas-Proud-Let-Nas-Down-Remix-lyrics
3478,A Lonely Night,The Weeknd,2016,354560,https://genius.com/The-Weeknd-A-Lonely-Night-lyrics
3479,Prey,The Neighbourhood,2015,251423,https://genius.com/The-Neighbourhood-Prey-lyrics
3480,If I Were a Boy,Beyonc,2008,1736507,https://genius.com/Beyonc-If-I-Were-a-Boy-lyrics
3481,Dap You Up,Speaker Knockerz,2014,223406,https://genius.com/Speaker-Knockerz-Dap-You-Up-lyrics
3482,​The Brightside,Lil Peep,2017,649173,https://genius.com/Lil-Peep-​The-Brightside-lyrics
3483,The Ocean,Mike Perry,2016,214342,https://genius.com/Mike-Perry-The-Ocean-lyrics
3484,​the remedy for a broken heart why am I so in love,XXXTENTACION,2018,1929551,https://genius.com/XXXTENTACION-​the-remedy-for-a-broken-heart-why-am-I-so-in-love-lyrics
3485,All We Know,The Chainsmokers,2016,693840,https://genius.com/The-Chainsmokers-All-We-Know-lyrics
3486,Ghetto Symphony,A$AP Rocky,2013,635933,https://genius.com/AAP-Rocky-Ghetto-Symphony-lyrics
3487,American Teen,Khalid,2017,426164,https://genius.com/Khalid-American-Teen-lyrics
3488,Unforgettable,"Nat ""King"" Cole",1952,322085,https://genius.com/Nat-King-Cole-Unforgettable-lyrics
3489,Thirsty,PARTYNEXTDOOR,2014,471228,https://genius.com/PARTYNEXTDOOR-Thirsty-lyrics
3490,Yoü and I,Lady Gaga,2011,196423,https://genius.com/Lady-Gaga-Yoü-and-I-lyrics
3491,The Great Gatsby Chapter VII,F. Scott Fitzgerald,1925,492097,https://genius.com/F-Scott-Fitzgerald-The-Great-Gatsby-Chapter-VII-lyrics
3492,Explaining My Depression to My Mother,Sabrina Benaim,2014,388720,https://genius.com/Sabrina-Benaim-Explaining-My-Depression-to-My-Mother-lyrics
3493,Scars,Sam Smith,2017,215981,https://genius.com/Sam-Smith-Scars-lyrics
3494,Dip,Tyga & Nicki Minaj,2018,646624,https://genius.com/Tyga-Nicki-Minaj-Dip-lyrics
3495,Write Your Name,G Herbo,2014,218858,https://genius.com/G-Herbo-Write-Your-Name-lyrics
3496,Cold Turkey,$UICIDEBOY$ & Pouya,2015,259782,https://genius.com/UICIDEBOY-Pouya-Cold-Turkey-lyrics
3497,Is That Alright?,Lady Gaga,2018,198068,https://genius.com/Lady-Gaga-Is-That-Alright-lyrics
3498,Best of Me Part 2,Ma,2000,217114,https://genius.com/Ma-Best-of-Me-Part-2-lyrics
3499,By Design,Kid Cudi,2016,374723,https://genius.com/Kid-Cudi-By-Design-lyrics
3500,Prince Ali,Will Smith,2019,372592,https://genius.com/Will-Smith-Prince-Ali-lyrics
3501,Body Remix,Russ Millions & Tion Wayne,2021,1677360,https://genius.com/Russ-Millions-Tion-Wayne-Body-Remix-lyrics
3502,Ho Hey,The Lumineers,2012,275108,https://genius.com/The-Lumineers-Ho-Hey-lyrics
3503,Beef FloMix,Flo Milli,2018,355690,https://genius.com/Flo-Milli-Beef-FloMix-lyrics
3504,M.O.N.E.Y.,The 1975,2013,259731,https://genius.com/The-1975-MONEY-lyrics
3505,Beautiful,Mariah Carey,2013,369812,https://genius.com/Mariah-Carey-Beautiful-lyrics
3506,Wu-Tang Forever,Drake,2013,1810080,https://genius.com/Drake-WuTang-Forever-lyrics
3507,Read U Wrote U Ellis Miah Mix,RuPaul,2016,261729,https://genius.com/RuPaul-Read-U-Wrote-U-Ellis-Miah-Mix-lyrics
3508,Doin It Right,Daft Punk,2013,255573,https://genius.com/Daft-Punk-Doin-It-Right-lyrics
3509,California Gurls,Katy Perry,2010,284954,https://genius.com/Katy-Perry-California-Gurls-lyrics
3510,Man Down,Rihanna,2010,544707,https://genius.com/Rihanna-Man-Down-lyrics
3511,Somebody,Natalie La Rose,2015,588390,https://genius.com/Natalie-La-Rose-Somebody-lyrics
3512,Suede,NxWorries,2015,284280,https://genius.com/NxWorries-Suede-lyrics
3513,Be Careful,Cardi B,2018,2347957,https://genius.com/Cardi-B-Be-Careful-lyrics
3514,Dancing in the Moonlight,King Harvest,1972,253567,https://genius.com/King-Harvest-Dancing-in-the-Moonlight-lyrics
3515,Acid Rain,Chance the Rapper,2013,948911,https://genius.com/Chance-the-Rapper-Acid-Rain-lyrics
3516,Gay Rap,Roachmg777,2006,191804,https://genius.com/Roachmg777-Gay-Rap-lyrics
3517,Juice WRLD Hour Freestyle of Fire Over Eminem Beats,Juice WRLD,2018,246874,https://genius.com/Juice-WRLD-Juice-WRLD-Hour-Freestyle-of-Fire-Over-Eminem-Beats-lyrics
3518,Smells Like Teen Spirit,Nirvana,1991,2297062,https://genius.com/Nirvana-Smells-Like-Teen-Spirit-lyrics
3519,Somebody Else,The 1975,2016,1619955,https://genius.com/The-1975-Somebody-Else-lyrics
3520,I Follow Rivers,Lykke Li,2011,243256,https://genius.com/Lykke-Li-I-Follow-Rivers-lyrics
3521,The Heart of Worship,Matt Redman,1998,216208,https://genius.com/Matt-Redman-The-Heart-of-Worship-lyrics
3522,Real Friends,Camila Cabello,2017,757720,https://genius.com/Camila-Cabello-Real-Friends-lyrics
3523,Pull Up,Wiz Khalifa,2016,188126,https://genius.com/Wiz-Khalifa-Pull-Up-lyrics
3524,Safe and Sound,Capital Cities,2011,272010,https://genius.com/Capital-Cities-Safe-and-Sound-lyrics
3525,Hol Up,Kendrick Lamar,2011,582422,https://genius.com/Kendrick-Lamar-Hol-Up-lyrics
3526,Brooklyn Chiraq Freestyle,Young M.A,2014,210458,https://genius.com/Young-MA-Brooklyn-Chiraq-Freestyle-lyrics
3527,Battle Symphony,Linkin Park,2017,327932,https://genius.com/Linkin-Park-Battle-Symphony-lyrics
3528,Black,Pearl Jam,1991,599041,https://genius.com/Pearl-Jam-Black-lyrics
3529,My R English Cover,Rachie,2016,191930,https://genius.com/Rachie-My-R-English-Cover-lyrics
3530,Nothin on You,B.o.B,2010,285068,https://genius.com/BoB-Nothin-on-You-lyrics
3531,Slide Around,Chance the Rapper,2019,209984,https://genius.com/Chance-the-Rapper-Slide-Around-lyrics
3532,Promises,Maverick City Music,2020,281390,https://genius.com/Maverick-City-Music-Promises-lyrics
3533,Girls Girls Girls,JAY-Z,2001,371420,https://genius.com/JAYZ-Girls-Girls-Girls-lyrics
3534,Drawing Symbols,YoungBoy Never Broke Again,2018,336510,https://genius.com/YoungBoy-Never-Broke-Again-Drawing-Symbols-lyrics
3535,2 Of Amerikaz Most Wanted,2Pac,1996,625261,https://genius.com/2Pac-2-Of-Amerikaz-Most-Wanted-lyrics
3536,Hold On,Lil Tjay,2019,193076,https://genius.com/Lil-Tjay-Hold-On-lyrics
3537,After Dark,Mr.Kitty,2014,223950,https://genius.com/MrKitty-After-Dark-lyrics
3538,Smoke Again,Chance the Rapper,2013,791161,https://genius.com/Chance-the-Rapper-Smoke-Again-lyrics
3539,Chinese Satellite,Phoebe Bridgers,2020,214678,https://genius.com/Phoebe-Bridgers-Chinese-Satellite-lyrics
3540,METHHEAD FREESTYLE,Lil Darkie,2019,237151,https://genius.com/Lil-Darkie-METHHEAD-FREESTYLE-lyrics
3541,I Wont Give Up,Jason Mraz,2012,782830,https://genius.com/Jason-Mraz-I-Wont-Give-Up-lyrics
3542,GONE GONE / THANK YOU,"Tyler, The Creator",2019,959881,https://genius.com/Tyler-The-Creator-GONE-GONE-THANK-YOU-lyrics
3543,Picture Me Rollin,2Pac,1996,354473,https://genius.com/2Pac-Picture-Me-Rollin-lyrics
3544,Diamonds from Sierra Leone,Kanye West,2005,660368,https://genius.com/Kanye-West-Diamonds-from-Sierra-Leone-lyrics
3545,Top 100 Rap Songs of 2014,Rap Genius,2014,455131,https://genius.com/Rap-Genius-Top-100-Rap-Songs-of-2014-lyrics
3546,Uh Oh Thots,Trippie Redd & XXXTENTACION,2017,410455,https://genius.com/Trippie-Redd-XXXTENTACION-Uh-Oh-Thots-lyrics
3547,Tulsa Jesus Freak,Lana Del Rey,2021,245419,https://genius.com/Lana-Del-Rey-Tulsa-Jesus-Freak-lyrics
3548,Bullet in the Head,Rage Against the Machine,1992,220580,https://genius.com/Rage-Against-the-Machine-Bullet-in-the-Head-lyrics
3549,Beggin,Mneskin,2017,441096,https://genius.com/Mneskin-Beggin-lyrics
3550,Heartbreaker,Justin Bieber,2013,218290,https://genius.com/Justin-Bieber-Heartbreaker-lyrics
3551,Easy Remix,DaniLeigh,2019,303538,https://genius.com/DaniLeigh-Easy-Remix-lyrics
3552,I Wonder Why,YFN Lucci,2014,278239,https://genius.com/YFN-Lucci-I-Wonder-Why-lyrics
3553,​crybaby,Lil Peep,2016,875236,https://genius.com/Lil-Peep-​crybaby-lyrics
3554,No Way,SIX Cast,2018,197387,https://genius.com/SIX-Cast-No-Way-lyrics
3555,​bloody valentine,Machine Gun Kelly,2020,528028,https://genius.com/Machine-Gun-Kelly-​bloody-valentine-lyrics
3556,In the Name of Love,Martin Garrix & Bebe Rexha,2016,1168209,https://genius.com/Martin-Garrix-Bebe-Rexha-In-the-Name-of-Love-lyrics
3557,Replay,Iyaz,2009,639009,https://genius.com/Iyaz-Replay-lyrics
3558,Bayonet Charge,Ted Hughes,1957,399482,https://genius.com/Ted-Hughes-Bayonet-Charge-lyrics
3559,The Next Best American Record,Lana Del Rey,2019,210468,https://genius.com/Lana-Del-Rey-The-Next-Best-American-Record-lyrics
3560,The Blacker the Berry,Kendrick Lamar,2015,3025007,https://genius.com/Kendrick-Lamar-The-Blacker-the-Berry-lyrics
3561,STILL DISAPPOINTED,Stormzy,2020,189707,https://genius.com/Stormzy-STILL-DISAPPOINTED-lyrics
3562,Ill Mind of Hopsin 4,Hopsin,2011,476043,https://genius.com/Hopsin-Ill-Mind-of-Hopsin-4-lyrics
3563,No Limit,G-Eazy,2017,2578182,https://genius.com/GEazy-No-Limit-lyrics
3564,Sick of Losing Soulmates,dodie,2015,345536,https://genius.com/dodie-Sick-of-Losing-Soulmates-lyrics
3565,Notice Me,Migos,2018,534314,https://genius.com/Migos-Notice-Me-lyrics
3566,All Out Life,Slipknot,2018,195265,https://genius.com/Slipknot-All-Out-Life-lyrics
3567,Affection,Cigarettes After Sex,2015,536757,https://genius.com/Cigarettes-After-Sex-Affection-lyrics
3568,Dont Stop,Megan Thee Stallion,2020,285353,https://genius.com/Megan-Thee-Stallion-Dont-Stop-lyrics
3569,Personal,HRVY,2017,355400,https://genius.com/HRVY-Personal-lyrics
3570,Sneakin,Drake,2016,1646757,https://genius.com/Drake-Sneakin-lyrics
3571,Dear God,Logic,2012,201525,https://genius.com/Logic-Dear-God-lyrics
3572,Scared to Be Lonely,Martin Garrix & Dua Lipa,2017,1750679,https://genius.com/Martin-Garrix-Dua-Lipa-Scared-to-Be-Lonely-lyrics
3573,Be Kind,Marshmello & Halsey,2020,315461,https://genius.com/Marshmello-Halsey-Be-Kind-lyrics
3574,UGH,UGH! Lyrics - The 1975,2015,440501,https://genius.com/UGH-Lyrics-The-1975-UGH-lyrics
3575,Because I Got High,Afroman,2000,255992,https://genius.com/Afroman-Because-I-Got-High-lyrics
3576,TTG,YoungBoy Never Broke Again,2018,210546,https://genius.com/YoungBoy-Never-Broke-Again-TTG-lyrics
3577,...Ready for It?,Taylor Swift,2017,1364726,https://genius.com/Taylor-Swift-Ready-for-It-lyrics
3578,B.Y.O.B.,System of a Down,2005,446496,https://genius.com/System-of-a-Down-BYOB-lyrics
3579,GONE,Paris Shadows,2018,217422,https://genius.com/Paris-Shadows-GONE-lyrics
3580,65th  Ingleside,Chance the Rapper,2018,232742,https://genius.com/Chance-the-Rapper-65th-Ingleside-lyrics
3581,Immigrants We Get the Job Done,K'naan,2016,436645,https://genius.com/Knaan-Immigrants-We-Get-the-Job-Done-lyrics
3582,Take It in Blood,Nas,1996,208923,https://genius.com/Nas-Take-It-in-Blood-lyrics
3583,Family Affair,Mary J. Blige,2001,211231,https://genius.com/Mary-J-Blige-Family-Affair-lyrics
3584,Dirt Off Your Shoulder,JAY-Z,2003,326312,https://genius.com/JAYZ-Dirt-Off-Your-Shoulder-lyrics
3585,99 Red Balloons,Nena,1983,340374,https://genius.com/Nena-99-Red-Balloons-lyrics
3586,Deep End Freestyle,Sleepy Hallow & Foushe,2020,268390,https://genius.com/Sleepy-Hallow-Foushe-Deep-End-Freestyle-lyrics
3587,Mamacita,Travis Scott,2014,769013,https://genius.com/Travis-Scott-Mamacita-lyrics
3588,BLACKPINK - 붐바야 BOOMBAYAH English Translation,Genius English Translations,2016,200424,https://genius.com/Genius-English-Translations-BLACKPINK-붐바야-BOOMBAYAH-English-Translation-lyrics
3589,Awful Things,Lil Peep,2017,954404,https://genius.com/Lil-Peep-Awful-Things-lyrics
3590,Trip QueMix,Jacquees,2018,891124,https://genius.com/Jacquees-Trip-QueMix-lyrics
3591,Us and Them,Pink Floyd,1973,373458,https://genius.com/Pink-Floyd-Us-and-Them-lyrics
3592,Bad Energy,Juice WRLD,2020,334251,https://genius.com/Juice-WRLD-Bad-Energy-lyrics
3593,Grass Aint Greener,Chris Brown,2016,582015,https://genius.com/Chris-Brown-Grass-Aint-Greener-lyrics
3594,Bed of Lies,Nicki Minaj,2014,440950,https://genius.com/Nicki-Minaj-Bed-of-Lies-lyrics
3595,BTS - War of Hormone English Translation,Genius English Translations,2014,369292,https://genius.com/Genius-English-Translations-BTS-War-of-Hormone-English-Translation-lyrics
3596,Mary Jane Holland,Lady Gaga,2013,196781,https://genius.com/Lady-Gaga-Mary-Jane-Holland-lyrics
3597,​​girls,Lil Peep,2016,414771,https://genius.com/Lil-Peep-​​girls-lyrics
3598,Speechless Full,Naomi Scott,2019,1442299,https://genius.com/Naomi-Scott-Speechless-Full-lyrics
3599,All da Smoke,Future & Young Thug,2017,202267,https://genius.com/Future-Young-Thug-All-da-Smoke-lyrics
3600,Heart On Ice,Rod Wave,2019,551512,https://genius.com/Rod-Wave-Heart-On-Ice-lyrics
3601,Represent,Nas,1994,453541,https://genius.com/Nas-Represent-lyrics
3602,The Gambler,Kenny Rogers,1978,191600,https://genius.com/Kenny-Rogers-The-Gambler-lyrics
3603,Rainbow,Kacey Musgraves,2019,321443,https://genius.com/Kacey-Musgraves-Rainbow-lyrics
